sample_idx,0,1,2
0,18.194557785987854,9.712541908025742,17.990930020809174
1,11.820688486099243,15.454908788204193,9.999413549900055
2,14.731601238250732,14.849061369895935,10.621021747589111
3,9.123416364192963,9.235935419797897,14.166207075119019
4,8.140612572431564,13.327108502388,4.621809750795364
5,7.203412503004074,9.05902874469757,7.358723282814026
6,9.199422955513,8.196394562721252,10.459123939275742
7,5.652973636984825,8.348326712846756,7.7734308540821075
8,8.453221440315247,7.878981530666351,7.278740108013153
9,9.88197711110115,10.415414363145828,14.888355910778046
10,14.867758870124817,5.839971140027046,8.337761104106903
11,9.044673025608063,7.041009545326233,14.40451043844223
12,8.61568683385849,9.415743082761765,3.719455063343048
13,10.083466559648514,8.023304522037506,7.991880625486374
14,9.3657585978508,14.625564754009247,5.967690795660019
15,6.84044748544693,15.901954054832458,10.781347751617432
16,11.91828066110611,10.28427529335022,8.184922605752945
17,16.787745535373688,5.360408216714859,9.266356021165848
18,7.96925413608551,8.356321781873703,11.697399377822876
19,12.613865733146667,15.409803628921509,5.374020725488663
20,7.295569032430649,4.9199725687503815,6.594821989536285
21,8.51492303609848,10.749605655670166,11.513469278812408
22,6.82016921043396,7.81175309419632,5.406076654791832
23,10.047373324632645,5.907391399145126,5.720817148685455
24,10.209376901388168,10.444477528333664,4.2075497806072235
25,4.731221333146095,5.245869010686874,4.422757089138031
26,10.301374316215515,8.786699146032333,8.863054603338242
27,10.19513788819313,7.188879102468491,9.169854640960693
28,10.755525946617126,6.6694309413433075,9.043425172567368
29,11.793212831020355,5.678329318761826,6.921022027730942
30,12.295473456382751,13.52372932434082,7.154490977525711
31,5.758587062358856,6.260231018066406,3.6863131523132324
32,9.211840510368347,10.825073957443237,14.79804903268814
33,9.562414944171906,11.394790232181549,8.76997321844101
34,12.933652997016907,8.672586619853973,8.581407934427261
35,8.097102969884872,4.889303550124168,11.37066787481308
36,6.1520006358623505,6.57140451669693,8.316687107086182
37,10.52532011270523,13.232924401760101,6.805202335119247
38,5.109019383788109,11.127626657485962,27.120287895202637
39,11.69712221622467,10.730292320251465,5.740429729223251
40,10.378573536872864,4.599510282278061,14.270120739936829
41,18.08246660232544,9.37391260266304,7.889078676700592
42,9.207247734069824,8.539665251970291,16.84226769208908
43,14.38126677274704,13.112076103687286,7.439274340867996
44,5.072512999176979,10.320681363344193,15.96466875076294
45,14.627366125583649,11.202967584133148,9.860147565603256
46,4.658010095357895,20.59007179737091,8.282287359237671
47,9.609228432178497,12.809826731681824,7.1838027238845825
48,5.3127270340919495,9.158621221780777,5.24827116727829
49,7.597063809633255,9.548796147108078,9.980110973119736
50,19.33754050731659,5.510433912277222,5.486535161733627
51,11.15668898820877,5.358270213007927,5.769325524568558
52,8.597077310085297,8.88276144862175,9.605435699224472
53,7.933865427970886,11.590486288070679,10.896312445402145
54,12.891809165477753,7.311436772346497,10.648005604743958
55,16.385847449302673,15.098151743412018,4.599520847201347
56,10.208478093147278,15.134580850601196,13.279288828372955
57,19.55557656288147,14.716530323028564,14.3182053565979
58,5.028641581535339,13.79502248764038,13.030899405479431
59,10.9608795940876,9.366594642400742,6.397606313228607
60,10.21216470003128,6.6670724749565125,11.492875218391418
61,4.897062584757805,9.546140938997269,7.520789623260498
62,7.757204979658127,7.310237437486649,14.182717859745026
63,11.209471136331558,12.415188193321228,5.346088916063309
64,5.952894493937492,16.827914237976074,5.877796873450279
65,8.475268363952637,13.058219492435455,9.725325673818588
66,7.228924512863159,7.18026402592659,6.932522922754288
67,12.751290738582611,10.801606267690659,9.081357628107071
68,12.82450395822525,11.545121282339096,11.23991185426712
69,9.82926607131958,4.156498119235039,7.134441703557968
70,8.793194979429245,5.136931583285332,10.993858337402344
71,11.336571753025055,10.697236239910126,8.780176877975464
72,15.46666705608368,5.227393329143524,9.425478041172028
73,8.086732178926468,5.949289947748184,8.31567758321762
74,10.577243328094482,14.249733924865723,6.227548569440842
75,6.883135229349136,11.920248866081238,8.115896433591843
76,5.3845765590667725,6.48507784307003,10.051830381155014
77,10.702535510063171,12.716299831867218,12.612071871757507
78,9.688497304916382,10.363002359867096,12.882859587669373
79,9.489938914775848,10.907539188861847,3.442085012793541
80,3.9533606842160225,5.945394366979599,5.39055261015892
81,10.397308886051178,8.553685903549194,8.415248692035675
82,10.516000419855118,7.523564726114273,6.61095529794693
83,7.18283486366272,10.008607268333435,16.04729413986206
84,6.805277526378632,7.6211861073970795,6.728710323572159
85,8.058479756116867,10.226711720228195,6.951452523469925
86,17.56392937898636,17.173627972602844,10.92289823293686
87,13.551181137561798,9.755153954029083,10.097833752632141
88,5.1028133779764175,11.722588300704956,12.203729808330536
89,8.024574905633926,20.218639731407166,12.919972956180573
90,11.403369426727295,5.36795100569725,5.023088574409485
91,8.487990915775299,16.98508793115616,6.524417072534561
92,13.545738995075226,10.800451040267944,12.833759129047394
93,7.832240253686905,8.889940470457077,6.5047367215156555
94,6.480226635932922,10.048409402370453,15.089661598205566
95,13.253340005874634,9.124875456094742,10.741171151399612
96,5.976813197135925,12.75668865442276,7.318934381008148
97,6.037004441022873,12.822705686092377,6.048044502735138
98,8.480417400598526,10.316659390926361,12.461517870426178
99,15.427628874778748,7.628505825996399,11.4093376994133
100,9.101757109165192,3.8176279440522194,4.949334919452667
101,11.514419257640839,10.444363385438919,5.609625548124313
102,14.789621829986572,8.405988365411758,10.20800206065178
103,5.196159347891808,7.180858999490738,7.720997929573059
104,9.705309957265854,9.81491294503212,7.089105665683746
105,7.928426653146744,11.30806964635849,9.191809713840485
106,9.287497848272324,12.666227340698242,15.927781105041504
107,15.348525166511536,10.861134648323059,6.116630509495735
108,9.4552743434906,5.470936208963394,8.869777888059616
109,10.198239475488663,11.227957487106323,9.31347805261612
110,10.830900400876999,5.618701353669167,9.893373817205429
111,13.542090058326721,7.184371262788773,8.56785535812378
112,8.589675813913345,8.554046154022217,5.180316969752312
113,6.064314395189285,9.465413868427277,2.6838803961873055
114,13.456326365470886,12.527337551116943,5.787918597459793
115,12.983701527118683,6.7313531041145325,4.0615827441215515
116,10.322332471609116,4.2402414828538895,13.472407937049866
117,9.888615876436234,16.967566907405853,6.322499930858612
118,8.593229562044144,7.505828380584717,3.7572742104530334
119,23.103514790534973,5.190942734479904,6.419979900121689
120,6.721786439418793,4.43669880926609,11.264092743396759
121,6.353964611887932,8.668844193220139,6.533595889806747
122,12.484691500663757,11.90368777513504,8.788632452487946
123,11.727269858121872,5.629408165812492,16.039477050304413
124,13.691433191299438,4.6274019330739975,9.604487717151642
125,9.987804859876633,7.697400659322739,6.835530787706375
126,5.621065363287926,22.632083415985107,6.926790475845337
127,8.5306855738163,14.088400483131409,4.284466594457626
128,4.709279879927635,4.895240366458893,3.408998556435108
129,7.669677495956421,6.906016379594803,8.416720539331436
130,12.108824610710144,13.494992673397064,4.095861703157425
131,6.0886437594890594,10.502117425203323,5.513668194413185
132,6.969051659107208,18.85528391599655,7.2927952110767365
133,9.111931443214417,6.784644827246666,6.085747510194778
134,8.168811559677124,6.555515617132187,6.9277468621730804
135,13.191375136375427,12.736039757728577,4.757439821958542
136,10.669094324111938,4.748142182826996,7.86537379026413
137,5.720656394958496,4.356601417064667,6.579582959413528
138,12.673955857753754,8.744724661111832,7.310753017663956
139,8.020413011312485,7.284692168235779,5.631074756383896
140,10.515425503253937,9.099194079637527,11.52492269873619
141,7.011247485876083,6.081214874982834,7.961226224899292
142,9.125273704528809,8.306045949459076,11.71171748638153
143,11.845177829265594,6.238788574934006,14.893145382404327
144,6.677586853504181,5.201714128255844,6.03810741007328
145,12.519573152065277,5.262955471873283,9.436335176229477
146,11.080323100090027,5.542634889483452,9.194518238306046
147,10.909633070230484,15.267141342163086,10.010778665542603
148,12.489013612270355,12.56775313615799,7.731624811887741
149,13.122600853443146,8.80069750547409,7.635295748710632
150,8.218969881534576,13.704804837703705,9.672556430101395
151,13.317817032337189,11.626954734325409,8.589074611663818
152,10.980430841445923,10.543606877326965,12.35018765926361
153,9.300576388835907,8.101643681526184,12.33920031785965
154,10.386238008737564,9.281487733125687,10.202468514442444
155,10.6466184258461,8.007590055465698,8.691797137260437
156,7.683252990245819,10.985127449035645,16.37087106704712
157,11.597732841968536,7.102705538272858,8.601746916770935
158,6.716033905744553,6.522453159093857,8.443534463644028
159,13.292096197605133,11.20526397228241,5.903404206037521
160,6.954066157341003,20.738061547279358,6.628825172781944
161,12.36917495727539,4.0031611025333405,6.349254310131073
162,6.301911100745201,11.05089956521988,8.798831224441528
163,7.657665342092514,6.769924104213715,7.494690179824829
164,13.585100173950195,4.3271341770887375,7.391554415225983
165,17.036201179027557,9.26903212070465,11.772470474243164
166,11.657918453216553,15.23629915714264,5.10143668949604
167,7.376751393079758,7.828286379575729,9.728449761867523
168,12.401109039783478,14.875283002853394,12.724358081817627
169,9.272799581289291,9.034109592437744,9.156945794820786
170,6.081436485052109,6.694857478141785,15.207331240177155
171,5.335983991622925,9.829081565141678,5.218936651945114
172,7.341921746730804,9.542027533054352,6.630338490009308
173,7.243482202291489,5.385306879878044,9.888539642095566
174,8.551604479551315,5.907061845064163,15.33649492263794
175,7.05037859082222,9.210987865924835,9.029149740934372
176,4.95456326007843,7.425037831068039,5.799218565225601
177,10.964157462120056,11.970241963863373,9.653705537319183
178,7.035438597202301,9.502725630998611,4.1740347146987915
179,7.382088869810104,5.309275284409523,3.698017582297325
180,9.914657354354858,10.655913770198822,14.394767224788666
181,11.103911936283112,9.262492686510086,6.191829323768616
182,10.345096409320831,15.039168298244476,6.387376815080643
183,8.465234935283661,9.50093138217926,7.786116778850555
184,8.347053676843643,10.174840807914734,6.289204925298691
185,9.690830916166306,5.263820216059685,8.953437864780426
186,5.647969976067543,8.650459557771683,8.830159604549408
187,11.818265914916992,10.443297684192657,11.090387642383575
188,8.455778658390045,5.65016470849514,13.335287153720856
189,11.620444238185883,25.290525794029236,12.018226563930511
190,11.372960090637207,16.008280515670776,5.918026968836784
191,13.480496168136597,4.472728416323662,6.046882182359695
192,11.506905198097229,10.643672049045563,12.146715521812439
193,9.787027329206467,11.715923756361008,9.045932829380035
194,9.832963913679123,9.121360421180725,8.256470292806625
195,14.67467325925827,10.424518585205078,5.401435390114784
196,10.45786714553833,9.493344724178314,4.768800795078278
197,8.764935106039047,8.934714585542679,6.431717187166214
198,9.841476261615753,7.17826583981514,9.171877324581146
199,8.885139286518097,13.130478382110596,7.505499750375748
200,10.321474701166153,22.956972122192383,9.50021630525589
201,8.922938078641891,9.57567822933197,12.088945925235748
202,11.130455076694489,15.884740054607391,10.226109236478806
